Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
حزام الظهر الطبي فليكسورا - دعم قطني مزدوج,hizam-alzahr-altbi-flexora,تخلص من الام الظهر السفلي والانزلاق الغضروفي فورا! حزام فليكسورا الطبي يوفر دعما استثنائيا لعمودك الفقري مع نظام ضغط مزدوج. المقاسات: S / M / L / XL / XXL,فليكسورا,Health & Beauty,حزام طبي,"حزام ظهر,طبي,الاردن,فليكسورا,شحن مجاني,دفع عند الاستلام",TRUE,active,FLEX-BACK-S,,المقاس,S,,,,,,,,19.99,29.99,7.00,TRUE,,,,,,shopify,50,DENY,400,g,TRUE,manual,,,,,FALSE,حزام الظهر الطبي فليكسورا | شحن مجاني الاردن,احصل على راحة فورية من الام الظهر مع حزام فليكسورا. شحن مجاني في الاردن - دفع عند الاستلام.,,Health & Beauty > Health Care,Unisex,Adult (13+ years old),FLEX-BACK-001,حزام الظهر,دعم قطني,New,FALSE,حزام الظهر,,,,
,hizam-alzahr-altbi-flexora,,,,,,,,FLEX-BACK-M,,المقاس,M,,,,,,,,19.99,29.99,7.00,TRUE,,,,,,shopify,50,DENY,400,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,hizam-alzahr-altbi-flexora,,,,,,,,FLEX-BACK-L,,المقاس,L,,,,,,,,19.99,29.99,7.00,TRUE,,,,,,shopify,50,DENY,400,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,hizam-alzahr-altbi-flexora,,,,,,,,FLEX-BACK-XL,,المقاس,XL,,,,,,,,19.99,29.99,7.00,TRUE,,,,,,shopify,50,DENY,400,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
,hizam-alzahr-altbi-flexora,,,,,,,,FLEX-BACK-XXL,,المقاس,XXL,,,,,,,,19.99,29.99,7.00,TRUE,,,,,,shopify,50,DENY,400,g,TRUE,manual,,,,,FALSE,,,,,,,,,,,,,,,,
